Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2022-04-12 00:00:00-04:00,429.4788788543029,432.06693159471314,423.2462659421295,424.8359375,84363600,0.0,0.0,0.0
2022-04-13 00:00:00-04:00,424.58383256215694,430.4771823509226,424.3996626080596,429.7017517089844,74070400,0.0,0.0,0.0
2022-04-14 00:00:00-04:00,429.93439273683947,431.0781929149812,424.244588080021,424.3512268066406,97869500,0.0,0.0,0.0
2022-04-18 00:00:00-04:00,423.4013006129467,426.2510542002136,422.2381250170395,424.52569580078125,66002500,0.0,0.0,0.0
2022-04-19 00:00:00-04:00,424.41907335966664,432.115342923896,424.24460588782114,431.3786926269531,77821000,0.0,0.0,0.0
2022-04-20 00:00:00-04:00,433.20095802221044,433.8309991262237,429.86655296438704,431.05877685546875,65224400,0.0,0.0,0.0
2022-04-21 00:00:00-04:00,434.771284705447,436.196161655258,423.682453243971,424.61297607421875,85417300,0.0,0.0,0.0
2022-04-22 00:00:00-04:00,423.4982030634784,424.63227107728693,412.38029579335716,412.9618835449219,132471800,0.0,0.0,0.0
2022-04-25 00:00:00-04:00,410.6646556669694,415.53054655944146,405.9829051484032,415.3560791015625,119647700,0.0,0.0,0.0
2022-04-26 00:00:00-04:00,412.75835784233135,412.96193280717165,403.2979789727578,403.3270568847656,103996300,0.0,0.0,0.0
2022-04-27 00:00:00-04:00,404.43204269377924,409.9377071468629,402.2705155696961,404.46112060546875,122030000,0.0,0.0,0.0
2022-04-28 00:00:00-04:00,409.3270088785469,416.45139248392195,404.780975034202,414.67755126953125,105449100,0.0,0.0,0.0
2022-04-29 00:00:00-04:00,410.5870940664091,412.79710393765197,398.58711702892674,399.3528747558594,145491100,0.0,0.0,0.0
2022-05-02 00:00:00-04:00,399.4207507923081,403.152573786189,392.5871459274858,401.75677490234375,158312500,0.0,0.0,0.0
2022-05-03 00:00:00-04:00,402.2705091265063,406.0701609034027,400.671135266847,403.59844970703125,100028200,0.0,0.0,0.0
2022-05-04 00:00:00-04:00,404.27695841389556,416.4708090171674,401.0104114212117,415.88922119140625,144247900,0.0,0.0,0.0
2022-05-05 00:00:00-04:00,411.5176365884582,411.9538348341257,396.8714803299555,401.1073303222656,172929100,0.0,0.0,0.0
2022-05-06 00:00:00-04:00,398.48051148679804,402.06691521877417,393.2753585575624,398.713134765625,151770800,0.0,0.0,0.0
2022-05-09 00:00:00-04:00,392.6647124689246,393.9344972305392,384.3286994524127,385.94744873046875,155586100,0.0,0.0,0.0
2022-05-10 00:00:00-04:00,392.0734650715954,393.6146537009771,382.7003191389328,386.8392333984375,132497200,0.0,0.0,0.0
2022-05-11 00:00:00-04:00,385.8505170634651,391.6372581278368,379.92805935754274,380.6938171386719,142361000,0.0,0.0,0.0
2022-05-12 00:00:00-04:00,377.41755523756973,383.65016726808443,373.3270948431113,380.29638671875,125090800,0.0,0.0,0.0
2022-05-13 00:00:00-04:00,384.5322701958249,390.8036631810163,383.4660307430129,389.38848876953125,104174400,0.0,0.0,0.0
