Date,Close
2014-02-05 00:00:00-05:00,1.0647842609014866
2014-02-06 00:00:00-05:00,1.0512769126242743
2014-02-07 00:00:00-05:00,1.023360099871369
2014-02-10 00:00:00-05:00,0.9895653298174385
2014-02-11 00:00:00-05:00,0.9766398319187414
2014-02-12 00:00:00-05:00,0.9895503634400408
2014-02-13 00:00:00-05:00,0.9615193961616955
2014-02-14 00:00:00-05:00,0.9551829604366578
2014-02-18 00:00:00-05:00,0.9554754934257832
2014-02-19 00:00:00-05:00,0.9638797470411103
2014-02-20 00:00:00-05:00,0.9771436699097817
2014-02-21 00:00:00-05:00,0.9994093195226997
2014-02-24 00:00:00-05:00,1.006861762320037
2014-02-25 00:00:00-05:00,1.018465137022257
2014-02-26 00:00:00-05:00,1.0143037392849115
2014-02-27 00:00:00-05:00,1.0759944987826333
2014-02-28 00:00:00-05:00,1.0868426264719502
2014-03-03 00:00:00-05:00,1.125681818965131
2014-03-04 00:00:00-05:00,1.114995525972188
2014-03-05 00:00:00-05:00,1.1084416059217184
2014-03-06 00:00:00-05:00,1.1144232968325496
2014-03-07 00:00:00-05:00,1.1171476449078641
2014-03-10 00:00:00-04:00,1.1319218181523332
2014-03-11 00:00:00-04:00,1.1087882718988606
2014-03-12 00:00:00-04:00,1.1038374409211404
2014-03-13 00:00:00-04:00,1.114245142112297
2014-03-14 00:00:00-04:00,1.122206628297523
2014-03-17 00:00:00-04:00,1.1317557962241234
2014-03-18 00:00:00-04:00,1.1235911775501657
2014-03-19 00:00:00-04:00,1.124094985467953
2014-03-20 00:00:00-04:00,1.119933149773888
2014-03-21 00:00:00-04:00,1.127568038695737
2014-03-24 00:00:00-04:00,1.127556239604651
2014-03-25 00:00:00-04:00,1.1157772299148019
2014-03-26 00:00:00-04:00,1.129527756822441
2014-03-27 00:00:00-04:00,1.1361994019133899
2014-03-28 00:00:00-04:00,1.1503180236118329
2014-03-31 00:00:00-04:00,1.1721208585788525
2014-04-01 00:00:00-04:00,1.1584884184829647
2014-04-02 00:00:00-04:00,1.1776400619654102
2014-04-03 00:00:00-04:00,1.1814169674044133
2014-04-04 00:00:00-04:00,1.1886756099048652
2014-04-07 00:00:00-04:00,1.2247140828011158
2014-04-08 00:00:00-04:00,1.2387688185426202
2014-04-09 00:00:00-04:00,1.2274960215555715
2014-04-10 00:00:00-04:00,1.2401153897072392
2014-04-11 00:00:00-04:00,1.2693437590068462
2014-04-14 00:00:00-04:00,1.2717276014323553
2014-04-15 00:00:00-04:00,1.2755615406820688
2014-04-16 00:00:00-04:00,1.2516879434082329
2014-04-17 00:00:00-04:00,1.2240050645818503
2014-04-21 00:00:00-04:00,1.2218396857084775
2014-04-22 00:00:00-04:00,1.219033169237576
2014-04-23 00:00:00-04:00,1.2365201241137416
2014-04-24 00:00:00-04:00,1.1388621261092553
2014-04-25 00:00:00-04:00,1.1188662965524123
2014-04-28 00:00:00-04:00,1.076203114001556
2014-04-29 00:00:00-04:00,1.0728641570055542
2014-04-30 00:00:00-04:00,1.0778912420183209
2014-05-01 00:00:00-04:00,1.0817843332665658
2014-05-02 00:00:00-04:00,1.0926053540467935
2014-05-05 00:00:00-04:00,1.0884974091382322
2014-05-06 00:00:00-04:00,1.1074787270720576
2014-05-07 00:00:00-04:00,1.1108925223820005
2014-05-08 00:00:00-04:00,1.1194236563021056
2014-05-09 00:00:00-04:00,1.1472994707445194
2014-05-12 00:00:00-04:00,1.125870999960334
2014-05-13 00:00:00-04:00,1.124578827797792
2014-05-14 00:00:00-04:00,1.1202453647636754
2014-05-15 00:00:00-04:00,1.131993041275672
2014-05-16 00:00:00-04:00,1.1299395895236035
2014-05-19 00:00:00-04:00,1.10362385811056
2014-05-20 00:00:00-04:00,1.0971541966946448
2014-05-21 00:00:00-04:00,1.0747469807293546
2014-05-22 00:00:00-04:00,1.088494888982618
2014-05-23 00:00:00-04:00,1.0707508610900405
2014-05-27 00:00:00-04:00,1.059795907471012
2014-05-28 00:00:00-04:00,1.0902551190390608
2014-05-29 00:00:00-04:00,1.0689828407880981
2014-05-30 00:00:00-04:00,1.0800787860066254
2014-06-02 00:00:00-04:00,1.102584795080454
2014-06-03 00:00:00-04:00,1.0801831390177448
2014-06-04 00:00:00-04:00,1.0654916403458952
2014-06-05 00:00:00-04:00,1.0337531394646482
2014-06-06 00:00:00-04:00,1.0423500691103946
2014-06-09 00:00:00-04:00,1.0201701379954662
2014-06-10 00:00:00-04:00,1.0092311640413136
2014-06-11 00:00:00-04:00,1.0117190676137682
2014-06-12 00:00:00-04:00,1.02882154555335
2014-06-13 00:00:00-04:00,1.0430675847241309
2014-06-16 00:00:00-04:00,1.0462849176781457
2014-06-17 00:00:00-04:00,1.0474302647017584
2014-06-18 00:00:00-04:00,1.0601396664566989
