Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-01-02 00:00:00-05:00,143.2366460793271,144.41232504183716,142.82025251298396,143.1794891357422,750600,0.0,0.0
2014-01-03 00:00:00-05:00,143.48975670158703,145.80845020689185,143.17950459245372,144.66543579101562,665900,0.0,0.0
2014-01-06 00:00:00-05:00,144.94300017616524,144.94300017616524,142.4691810097077,142.6161346435547,637700,0.0,0.0
2014-01-07 00:00:00-05:00,142.8937551043538,143.34280092463717,142.26509095595708,143.20399475097656,466900,0.0,0.0
2014-01-08 00:00:00-05:00,143.14687978344483,143.80819628338207,140.2893307387307,140.68939208984375,736100,0.0,0.0
2014-01-09 00:00:00-05:00,141.44864035878985,141.4568002976239,139.17077163190015,141.1465606689453,649900,0.0,0.0
2014-01-10 00:00:00-05:00,141.0975702349194,142.98355003443822,140.8934596512845,142.0201416015625,550300,0.0,0.0
2014-01-13 00:00:00-05:00,141.7180759961022,142.19161409210525,136.09278825088333,136.7541046142578,992400,0.0,0.0
2014-01-14 00:00:00-05:00,136.54186646347176,138.09310243796344,136.29693118909793,136.72964477539062,870300,0.0,0.0
2014-01-15 00:00:00-05:00,137.26029808991458,138.82786606907032,136.39487110268595,137.22764587402344,632600,0.0,0.0
2014-01-16 00:00:00-05:00,135.65186855154553,135.84781916729233,133.01476369479084,133.3331756591797,1753100,0.0,0.0
2014-01-17 00:00:00-05:00,133.26785553819323,134.02715325502078,132.4514133460324,132.6636962890625,1045400,0.0,0.0
2014-01-21 00:00:00-05:00,132.86783347108968,133.96186323798804,131.1941241500732,131.36557006835938,877600,0.0,0.0
2014-01-22 00:00:00-05:00,131.1696358884078,131.81461988775007,130.0674336911659,130.5164794921875,886800,0.0,0.0
2014-01-23 00:00:00-05:00,129.81427836071836,130.29597615215695,129.05499327840832,129.5285186767578,1075900,0.0,0.0
2014-01-24 00:00:00-05:00,128.8590957015671,130.45115576908375,127.64259213309465,128.68763732910156,1180300,0.0,0.0
2014-01-27 00:00:00-05:00,128.61417837556345,129.43878076664535,127.39767463809528,128.14064025878906,874700,0.0,0.0
2014-01-28 00:00:00-05:00,128.46726118693323,129.13673770904705,127.47120011677771,127.96923065185547,840200,0.0,0.0
2014-01-29 00:00:00-05:00,127.28338553832644,128.23046186373142,126.79352749471738,126.96497344970703,951000,0.0,0.0
2014-01-30 00:00:00-05:00,128.3447343253973,130.21439427454894,128.2304328952512,129.1856689453125,927200,0.0,0.0
2014-01-31 00:00:00-05:00,127.51194952705126,129.1448340898231,127.12006072020377,128.0916290283203,788600,0.0,0.0
2014-02-03 00:00:00-05:00,127.56913468338759,129.10405049843357,124.7442382834724,125.45455169677734,1161900,0.0,0.0
2014-02-04 00:00:00-05:00,125.97707091960662,128.37741368525528,125.48720047268621,125.87908935546875,1890100,0.0,0.0
2014-02-05 00:00:00-05:00,133.74961655492055,134.00271173707873,119.20060520062931,121.41316986083984,11478400,0.0,0.0
2014-02-06 00:00:00-05:00,122.48269468943077,126.00155950776978,122.19693486077163,124.28702545166016,2158400,0.0,0.0
2014-02-07 00:00:00-05:00,125.07895293765833,128.16510371336503,123.81346493096116,127.27518463134766,1941200,0.0,0.0
2014-02-10 00:00:00-05:00,127.12008214383214,127.62628491498806,126.1811783451725,126.752685546875,1095700,0.0,0.0
2014-02-11 00:00:00-05:00,128.58966509002246,129.26731370893947,126.60571623700712,128.01815795898438,1382200,0.0,0.0
2014-02-12 00:00:00-05:00,128.45902045056206,128.94071838750676,125.94437682902829,126.14032745361328,1787700,0.0,0.0
