Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-01-02 00:00:00-05:00,69.7535192172563,70.1754886358828,69.62509404631115,69.9645004272461,5200900,0.0,0.0
2014-01-03 00:00:00-05:00,69.99202042395119,70.35894545478243,69.7259948775461,69.8177261352539,4060700,0.0,0.0
2014-01-06 00:00:00-05:00,70.20300547045575,70.48737448455368,69.24898494090367,69.55170440673828,6816200,0.0,0.0
2014-01-07 00:00:00-05:00,69.82691104552674,70.35895521348446,69.62509805139052,70.02871704101562,4494900,0.0,0.0
2014-01-08 00:00:00-05:00,69.8360604310043,69.97366079884816,68.62518979154012,69.00129699707031,10900300,0.0,0.0
2014-01-09 00:00:00-05:00,69.22144895492782,69.22144895492782,68.17569742409542,68.70774841308594,8052900,0.0,0.0
2014-01-10 00:00:00-05:00,68.87287285594562,69.26732351689566,68.39585917362926,69.15724182128906,6219000,0.0,0.0
2014-01-13 00:00:00-05:00,68.70776361917828,68.91874481756604,67.01071081188515,67.21251678466797,8232800,0.0,0.0
2014-01-14 00:00:00-05:00,67.6161327693633,68.41420931193912,67.23085733445589,68.29495239257812,5996500,0.0,0.0
2014-01-15 00:00:00-05:00,68.15736564804519,68.89122269083418,68.11149652096317,68.1390151977539,7283900,0.0,0.0
2014-01-16 00:00:00-05:00,68.23993292938783,68.24910815604623,67.62532571757487,68.07481384277344,5597400,0.0,0.0
2014-01-17 00:00:00-05:00,68.2766094195228,68.46007191400406,67.58861456724975,67.86381530761719,6624800,0.0,0.0
2014-01-21 00:00:00-05:00,67.87298270591256,68.68940269409937,67.24003220861604,68.06562042236328,7507100,0.0,0.0
2014-01-22 00:00:00-05:00,67.95554702893529,69.19393637193701,67.92802835443567,69.08385467529297,6795100,0.0,0.0
2014-01-23 00:00:00-05:00,68.36835042402384,68.75362591660682,68.01976883530305,68.60685729980469,6280900,0.0,0.0
2014-01-24 00:00:00-05:00,67.97390853690625,68.09316548961367,66.70800018310547,66.70800018310547,7334900,0.0,0.0
2014-01-27 00:00:00-05:00,66.47864550889943,66.88227136556549,65.79065070702505,66.2768325805664,7415100,0.0,0.0
2014-01-28 00:00:00-05:00,66.28602877535282,66.96484856834218,66.26767832225602,66.85476684570312,5508400,0.0,0.0
2014-01-29 00:00:00-05:00,66.01999556004814,66.2676706590357,65.24026936113599,65.43290710449219,8604800,0.0,0.0
2014-01-30 00:00:00-05:00,66.13005790712563,67.54274142625799,66.0475018891139,67.16664123535156,7550500,0.0,0.0
2014-01-31 00:00:00-05:00,66.23098649585226,67.25839494349206,65.86406140615357,66.60709381103516,7748500,0.0,0.0
2014-02-03 00:00:00-05:00,66.65294910256966,66.71716167979456,64.07525679135101,64.20368194580078,11964800,0.0,0.0
2014-02-04 00:00:00-05:00,65.07515704271368,65.35952607448823,64.10278600098158,65.17606353759766,11278800,0.0,0.0
2014-02-05 00:00:00-05:00,66.0933799674328,66.0933799674328,64.55227110119692,65.82735443115234,11573300,0.0,0.0
2014-02-06 00:00:00-05:00,69.35907103789012,70.38647944201306,68.59768821158421,69.31320190429688,19821900,0.0,0.0
2014-02-07 00:00:00-05:00,68.87288889389062,69.44162695701553,68.44174423400743,69.41410827636719,11480100,0.0,0.0
2014-02-10 00:00:00-05:00,69.41408768879425,70.9185024396505,69.32235644762402,70.68917083740234,8781600,0.0,0.0
2014-02-11 00:00:00-05:00,70.77175244628242,71.47809088736832,70.73505854044528,71.35884094238281,8186200,0.0,0.0
2014-02-12 00:00:00-05:00,71.23958619962755,71.56064910577125,71.22123574862135,71.46891784667969,6329500,0.0,0.0
2014-02-13 00:00:00-05:00,71.1111587089058,71.77163501557764,70.81761446134576,71.45974731445312,5955400,0.0,0.0
2014-02-14 00:00:00-05:00,71.44139022288527,72.89994309767712,71.34048374104103,72.6797866821289,7001100,0.0,0.0
2014-02-18 00:00:00-05:00,72.9274666825173,73.38612999498596,72.86325409871756,73.0008544921875,6136500,0.0,0.0
2014-02-19 00:00:00-05:00,72.9274692437323,73.18431958795186,72.28534338318339,72.34955596923828,7024000,0.0,0.0
2014-02-20 00:00:00-05:00,72.6614403767343,73.06506632713689,72.32202700947335,72.64309692382812,5748700,0.0,0.0
2014-02-21 00:00:00-05:00,72.53300722786233,73.79891529846964,72.28533214833003,73.50537109375,8252300,0.0,0.0
2014-02-24 00:00:00-05:00,73.84478270118736,74.84466521940628,73.80808880162257,74.05577087402344,6635200,0.0,0.0
