ticker,alpha_1,alpha_2,alpha_3,alpha_4,alpha_5,alpha_6,alpha_41,alpha_52,alpha_53,alpha_54,price_change
MA,3.172566371681416,0.003428595899303901,0.11532255321899117,-5.385892116182573,-12731.570833333333,0.1323889901938528,1.6741426604424992,17.339996337890625,-9.514170400908665,-0.5093327867294019,3.382015932795235
DIS,2.9867256637168142,0.1580192483857078,0.075360714389299,-4.775933609958506,-12278.0375,0.04101770300617594,-5.445608483328531,-12.360008239746094,-0.07609617747226816,-0.49114702148066663,0.11903853733582535
HD,2.9646017699115044,0.014701863964442773,0.12498268304797945,-5.0,-12197.620833333332,0.12468349196363454,2.4721343664148976,31.5,-9.924868082694218,-0.4973075700038522,2.6719780267578264
PYPL,2.8672566371681416,0.010807297528476489,0.040520760552921094,-4.863070539419087,-12879.845833333333,0.03824213700798761,-3.7975310843551617,7.2750091552734375,-15.568010265080174,-0.46708357514127596,2.549653262840946
NFLX,2.9867256637168142,-0.096350411212361,0.03510043208046647,-5.344398340248962,-12033.229166666666,0.0393507404488311,34.97228969804657,23.309967041015625,-2.5298921819087132,-0.4776576596164307,-1.5605115725353134
CMCSA,3.066371681415929,0.06300465486913687,0.20188312323337315,-5.016597510373444,-12007.7875,0.18963653801877658,-2.269882193285836,-3.1200027465820312,1.8292528183201135,-0.4934450439438673,0.10463226786898316
INTC,2.8672566371681416,0.08267401435065888,0.056194324165923036,-4.427385892116183,-12331.591666666667,0.06252052933178107,-5.326354741843628,-7.94999885559082,-4.957121720666232,-0.48084896575520386,-2.121772830088905
CSCO,3.066371681415929,-0.005576771200904811,0.1083521770131111,-5.170124481327801,-12733.079166666666,0.09865196898924884,-0.007241969874454631,3.7800064086914062,-6.296136569298989,-0.4873752769017615,-1.987142843128774
PEP,3.0462555066079293,0.1868773896336288,0.07419407911505514,-5.20746887966805,-12416.1875,0.08859872966337069,2.7203982018623734,-1.2299652099609375,-6.1425034649249,-0.5199681534216866,0.889740671378401
ADBE,3.061946902654867,0.046895659022177225,0.1405058337469595,-5.373443983402489,-11850.341666666667,0.1359002390621222,-15.427177955731775,6.480010986328125,-1.6714645923956133,-0.4881663121428292,0.34551170577242524
CRM,3.1283185840707963,0.13813889336097845,0.1411813217313061,-5.1203319502074685,-12206.825,0.08941341575946492,-4.452779725246323,17.78997802734375,0.15355008455243435,-0.49365832003523913,3.6607626015688766
BAC,3.066371681415929,0.0293122764509247,0.09183566983034618,-4.780082987551867,-12474.745833333332,0.11781233981370735,-1.1369461136970578,2.400003433227539,0.4968681891277864,-0.4956878304265513,9.377232934162272
KO,2.909691629955947,0.1012037351823002,0.08519806179550558,-5.020746887966805,-12023.279166666667,0.060153613340880964,-1.11188692202865,-0.8100013732910156,0.10978060262353428,-0.5011681110294627,1.3877855569315132
WMT,3.061946902654867,-0.009853941227491607,0.15688816093248317,-5.024896265560166,-12201.3875,0.1251359055453485,0.4966008820110092,-3.6899986267089844,-0.4774692571511456,-0.4960162083812371,-0.4385039147600276
IBM,3.1387665198237884,0.08614944963311028,0.14014095591051182,-5.0995850622406635,-12837.25,0.099947331004505,0.47439411441202867,-8.849990844726562,11.332668914637056,-0.5126119762107446,-2.4803480350131157
XOM,3.18859649122807,0.03930970492372824,0.07666332585094289,-5.630705394190872,-12025.85,0.08308688608320171,7.924587481325324,-15.419998168945312,7.247170301002333,-0.5095549356552328,2.095339188663788
MRK,3.0066079295154187,-0.07557399487056925,0.013361904690267046,-5.464730290456432,-12592.441666666668,0.006363800265737503,6.415630977983698,1.410003662109375,1.943249222804162,-0.5191722881453756,1.9714068099374946
NKE,2.938053097345133,0.18643169951808922,0.14061794090461796,-5.045643153526971,-12363.029166666667,0.12878449865646868,-0.3798006882281814,8.910003662109375,-16.18633690119127,-0.4980585251471668,3.52718833007447
PFE,2.909691629955947,-0.07460020919226576,0.097149148792891,-4.755186721991701,-12774.220833333333,0.12249615421599333,-2.155186558418009,-0.92999267578125,3.015344112285087,-0.48912744776141664,-2.8277026554516573
ABBV,3.0454545454545454,0.0654486117518964,0.05279087269902824,-5.232365145228216,-13266.9875,0.05888944786139335,-0.4898071601721452,-1.0499725341796875,-9.312597479323475,-0.5129156177368849,-1.0478685851919733
MO,2.7202643171806167,0.1656190320400093,0.00693004595365632,-5.0995850622406635,-12324.754166666668,-0.0025275786260567775,-2.2714220422737452,0.7200050354003906,0.7843032026125836,-0.512001324954732,3.685391886850421
ORCL,3.1238938053097347,-0.0435392499489008,0.05949602100925571,-5.435684647302905,-12248.85,0.025929689288754356,3.9428431620737396,-5.5800018310546875,-0.143512560931633,-0.5027127994316778,2.8903573194624173
T,2.893939393939394,-0.0012355177452927192,0.13849057972980047,-5.033195020746888,-12494.475,0.1475614536996746,-0.32674691574831005,-0.9899997711181641,0.5294260486660136,-0.499772714809635,1.277465528352148
UNH,2.988986784140969,0.07177914260048207,0.19329923691038162,-4.800829875518672,-12555.879166666668,0.1578436749997967,-1.2739915798081516,25.469970703125,-1.0736406724971943,-0.479398714145552,-2.076940456068323
CVX,2.997797356828194,0.07763126802788473,0.005946654614419563,-5.323651452282157,-12434.958333333334,-0.0321826973654335,2.136525289281905,-19.379974365234375,2.9612335070568654,-0.510751816239698,1.3251001695249809
VZ,2.7599118942731278,0.021690399637230053,0.17075863813561074,-4.618257261410788,-12664.2875,0.180462308801543,-4.079147829063853,-2.5499954223632812,0.45177643903777287,-0.5027359450807177,-1.0419310376384125
TMO,2.920353982300885,-0.023978516523196044,0.09047745600137809,-5.1203319502074685,-12643.570833333333,0.07261062388126559,0.9539875893762559,-7.88983154296875,-7.682284887345799,-0.508592186807334,1.8281217821211917
COST,3.084070796460177,-0.11431602657648188,0.20353160921467203,-4.8921161825726145,-12526.245833333332,0.18773923067939144,-6.292935549652366,52.5,-9.131684873435058,-0.4991404000796299,0.6216729254389849
ABT,2.911504424778761,-0.014278290456494602,0.11450046440866345,-5.1161825726141075,-12474.408333333333,0.09269886116199573,-3.2714273184968135,-4.3800201416015625,-4.541704229527845,-0.49697945505487834,0.43394849650894496
AMGN,2.8215859030837005,-0.11023944048728367,0.07714464028791325,-4.9004149377593365,-12677.75,0.09931987319610837,2.9017540613449073,-12.239959716796875,3.5224259243834237,-0.5071223314063865,-1.9170975191726174
LMT,3.002202643171806,0.06937740069627753,0.13105991553334767,-5.078838174273859,-13261.666666666666,0.166069825118572,9.194957522169153,4.1400146484375,1.6156321159199964,-0.4857275640211396,0.9380983718388273
AVGO,2.9713656387665197,0.02850160684961899,0.10176171583676323,-5.369294605809128,-12916.575,0.0842968386356347,1.8788991851654346,52.41009521484375,-12.853381549234454,-0.49594513808999424,0.7857939337054649
TXN,2.933628318584071,0.06218442031189911,0.02765069996877859,-4.983402489626556,-12557.625,0.05895441371903127,1.5056622885834197,24.449981689453125,-3.999818226207047,-0.5039438228797714,0.5016214270752426
