Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-01-02 00:00:00-05:00,31.39276851622035,31.43479620813646,31.18264288169073,31.233074188232422,30632200,0.0,0.0
2014-01-03 00:00:00-05:00,31.2666803508557,31.283490778461672,30.7623771414602,31.022933959960938,31134800,0.0,0.0
2014-01-06 00:00:00-05:00,30.972507167529916,31.006128027616207,30.35053728724201,30.367347717285156,43603700,0.0,0.0
2014-01-07 00:00:00-05:00,30.535449320661208,30.669929556987256,30.434586738720366,30.60268783569336,35802800,0.0,0.0
2014-01-08 00:00:00-05:00,30.25807260278108,30.375742372123508,29.90506329475379,30.056350708007812,59971700,0.0,0.0
2014-01-09 00:00:00-05:00,30.15722245812664,30.18243650031718,29.75378175176937,29.86304473876953,36516300,0.0,0.0
2014-01-10 00:00:00-05:00,30.17403056697367,30.384156119093927,30.047953953196924,30.29170036315918,40548800,0.0,0.0
2014-01-13 00:00:00-05:00,30.24967538445368,30.274889424279728,29.27469296728901,29.400766372680664,45901900,0.0,0.0
2014-01-14 00:00:00-05:00,29.19063927752532,30.15721803229064,29.106590345050623,30.073165893554688,41623300,0.0,0.0
2014-01-15 00:00:00-05:00,30.17403090846605,30.922077369478295,30.13200323255717,30.896860122680664,44812600,0.0,0.0
2014-01-16 00:00:00-05:00,30.838023421434524,31.09858024803702,30.51863490577365,31.00612449645996,38018700,0.0,0.0
2014-01-17 00:00:00-05:00,30.95569161593772,30.95569161593772,30.384149973275733,30.577465057373047,46267500,0.0,0.0
2014-01-21 00:00:00-05:00,30.947292480028242,30.947292480028242,30.308512183022298,30.400964736938477,31567300,0.0,0.0
2014-01-22 00:00:00-05:00,30.47660759732392,30.52703888231394,30.047952896823535,30.199243545532227,21904300,0.0,0.0
2014-01-23 00:00:00-05:00,30.33372959291391,30.367350456032376,29.854643515392755,30.308515548706055,43954000,0.0,0.0
2014-01-24 00:00:00-05:00,31.476807528868772,31.560856465022738,30.703543849954446,30.938886642456055,76395500,0.0,0.0
2014-01-27 00:00:00-05:00,30.989312783871355,31.006123211303265,30.241266397587932,30.28329086303711,44420800,0.0,0.0
2014-01-28 00:00:00-05:00,30.358935454859957,30.585871410353416,30.04795057048497,30.48501205444336,36205500,0.0,0.0
2014-01-29 00:00:00-05:00,30.24127849823521,30.997732004050043,30.174039967864157,30.812820434570312,52745900,0.0,0.0
2014-01-30 00:00:00-05:00,30.922068743142848,30.997714049909924,30.451386478118746,30.98090362548828,35036300,0.0,0.0
2014-01-31 00:00:00-05:00,31.056555264460673,31.8466261358038,30.728759937055138,31.804601669311523,93162300,0.0,0.0
2014-02-03 00:00:00-05:00,31.72054076378051,31.93066622319377,30.619482202201393,30.66150665283203,64063100,0.0,0.0
2014-02-04 00:00:00-05:00,31.073371276023362,31.258279603068644,30.468208589754113,30.552257537841797,54697900,0.0,0.0
2014-02-05 00:00:00-05:00,30.501827628784344,30.65311829131092,30.08998011273718,30.10679054260254,55814400,0.0,0.0
2014-02-06 00:00:00-05:00,30.089988119202857,30.468214876159408,29.9975323334732,30.409379959106445,35351800,0.0,0.0
2014-02-07 00:00:00-05:00,30.52705110261526,30.753987166523206,30.266494168588515,30.72877311706543,33260500,0.0,0.0
2014-02-10 00:00:00-05:00,30.787597119088183,30.930480957031254,30.501826236940538,30.93048095703125,26767000,0.0,0.0
2014-02-11 00:00:00-05:00,30.997721418465034,31.3171099396171,30.980910990047338,31.241464614868164,32141400,0.0,0.0
2014-02-12 00:00:00-05:00,31.392757341642934,31.602882901376184,31.350732870948605,31.493619918823242,27051800,0.0,0.0
2014-02-13 00:00:00-05:00,31.375935230012942,31.821400179263787,31.375935230012942,31.61127471923828,37635500,0.0,0.0
2014-02-14 00:00:00-05:00,31.42637483192563,31.754170156969344,31.37594675500275,31.61968994140625,31407500,0.0,0.0
2014-02-18 00:00:00-05:00,31.865274291475913,31.992293108223876,31.678976150546422,31.687442779541016,32834000,0.28,0.0
2014-02-19 00:00:00-05:00,31.51807803160063,31.966883575251188,31.509608174001077,31.763648986816406,29750400,0.0,0.0
2014-02-20 00:00:00-05:00,31.81444808481483,32.06848881493125,31.670492855526682,31.966873168945312,27526100,0.0,0.0
2014-02-21 00:00:00-05:00,32.127771016698006,32.47496083460338,32.06002831653059,32.161643981933594,38021300,0.0,0.0
2014-02-24 00:00:00-05:00,31.916082382202152,32.16165663129023,31.789063558067134,31.91608238220215,32085100,0.0,0.0
2014-02-25 00:00:00-05:00,31.848342417161486,32.051573845523,31.62817126774698,31.789066314697266,30736500,0.0,0.0
2014-02-26 00:00:00-05:00,31.82292925170185,31.958417904612748,31.492672631821268,31.729780197143555,41041800,0.0,0.0
2014-02-27 00:00:00-05:00,31.71284203425594,32.08543500247612,31.52654393499379,32.06003189086914,33903400,0.0,0.0
2014-02-28 00:00:00-05:00,32.161646306885146,32.56811222818417,32.026157666452136,32.44109344482422,41215000,0.0,0.0
2014-03-03 00:00:00-05:00,32.11083884606943,32.2886703222844,31.74671572695391,31.992286682128906,29717500,0.0,0.0
2014-03-04 00:00:00-05:00,32.347936275104814,32.585040528741104,32.23785077292946,32.52576446533203,26802400,0.0,0.0
2014-03-05 00:00:00-05:00,32.39030363228041,32.407240126391514,32.11932618711456,32.271751403808594,20520100,0.0,0.0
2014-03-06 00:00:00-05:00,32.297140798130854,32.381823232682194,32.085439557209384,32.30561065673828,23582200,0.0,0.0
2014-03-07 00:00:00-05:00,32.41568993275766,32.4834358740382,31.916074921878597,32.09390640258789,26591600,0.0,0.0
2014-03-10 00:00:00-04:00,32.17011587536503,32.187049128751255,31.9414781910034,32.02615737915039,19006600,0.0,0.0
2014-03-11 00:00:00-04:00,32.0685002827164,32.37335055999267,31.941481487387485,32.19552230834961,25216400,0.0,0.0
2014-03-12 00:00:00-04:00,32.009227193234565,32.54271522837478,32.000760564875655,32.4072265625,30494100,0.0,0.0
2014-03-13 00:00:00-04:00,32.53424721483683,32.55965356196364,31.8737403350258,32.08544158935547,32169700,0.0,0.0
2014-03-14 00:00:00-04:00,31.882209498901542,32.297142139368404,31.763654085606294,31.924549102783203,27195600,0.0,0.0
2014-03-17 00:00:00-04:00,32.093913185546256,32.5257823464191,32.00076411175085,32.22093200683594,20479600,0.0,0.0
2014-03-18 00:00:00-04:00,32.39874442771156,33.78750676459646,32.36487469680481,33.49112319946289,64063900,0.0,0.0
2014-03-19 00:00:00-04:00,33.42338994387617,33.49113265511906,32.94917804395876,33.2540283203125,35597200,0.0,0.0
2014-03-20 00:00:00-04:00,33.23709475109787,34.42262298975567,33.22862812281377,34.15164566040039,59269800,0.0,0.0
2014-03-21 00:00:00-04:00,34.4818869455622,34.66818177500229,33.88065317919995,34.00767517089844,80721800,0.0,0.0
2014-03-24 00:00:00-04:00,34.160100827800946,34.41414158505152,33.75363497013933,34.295589447021484,46098400,0.0,0.0
2014-03-25 00:00:00-04:00,34.431087788590084,34.710534961685994,33.83832370075691,34.16011047363281,43193100,0.0,0.0
2014-03-26 00:00:00-04:00,34.278660650777944,34.47342538267789,33.53347146284897,33.694366455078125,41977500,0.0,0.0
2014-03-27 00:00:00-04:00,33.65202893096082,33.846793674859626,33.313305670951515,33.33024215698242,35369200,0.0,0.0
2014-03-28 00:00:00-04:00,33.69436312873484,34.414145902972734,33.60121408565146,34.1262321472168,43472700,0.0,0.0
2014-03-31 00:00:00-04:00,34.236309962877826,35.142390619214034,34.21090685877782,34.71052169799805,46886300,0.0,0.0
2014-04-01 00:00:00-04:00,34.84600401048437,35.21859680130764,34.7782581047151,35.07463836669922,32605000,0.0,0.0
2014-04-02 00:00:00-04:00,35.09158960557821,35.27788769451358,34.86295192287678,35.015377044677734,28666700,0.0,0.0
2014-04-03 00:00:00-04:00,34.96457030466801,34.96457030466801,34.473421979429745,34.72746276855469,30139600,0.0,0.0
2014-04-04 00:00:00-04:00,34.93069153182153,35.04924366502039,33.56733553942796,33.76210021972656,51409600,0.0,0.0
2014-04-07 00:00:00-04:00,33.83832757067888,34.10083828782396,33.652032664280384,33.70283889770508,37559600,0.0,0.0
2014-04-08 00:00:00-04:00,33.6604772117341,33.81290227262654,33.194735405808366,33.71975326538086,35918600,0.0,0.0
2014-04-09 00:00:00-04:00,33.812923354242926,34.33794154115275,33.7705837509978,34.270198822021484,27398700,0.0,0.0
2014-04-10 00:00:00-04:00,34.24478979052048,34.456491020450194,33.101604441021806,33.33024215698242,45960800,0.0,0.0
2014-04-11 00:00:00-04:00,33.025392108275526,33.69436877497264,33.025392108275526,33.20322036743164,34330200,0.0,0.0
2014-04-14 00:00:00-04:00,33.118546017969344,33.372586886874764,32.94071773276603,33.17782211303711,32006600,0.0,0.0
2014-04-15 00:00:00-04:00,33.31330209277839,33.838320182126786,33.06772791716393,33.660491943359375,33968700,0.0,0.0
2014-04-16 00:00:00-04:00,33.92300463824969,34.22785168143721,33.79598261419336,34.21091842651367,30615800,0.0,0.0
2014-04-17 00:00:00-04:00,33.88065719604492,34.041552168645616,33.45725481392322,33.88065719604492,36688400,0.0,0.0
2014-04-21 00:00:00-04:00,33.98227558542917,33.99921206809724,33.69436184067949,33.821380615234375,22221200,0.0,0.0
2014-04-22 00:00:00-04:00,33.83832122732565,33.990746359635565,33.72823892200506,33.86372756958008,27056700,0.0,0.0
2014-04-23 00:00:00-04:00,33.86373572174952,33.86373572174952,33.42339670354989,33.60969161987305,24602800,0.0,0.0
2014-04-24 00:00:00-04:00,33.652012141914796,33.84677678864519,33.27941609573248,33.75362777709961,42381600,0.0,0.0
2014-04-25 00:00:00-04:00,34.11776141510969,34.44801472426104,33.66048611152929,33.79597473144531,56876800,0.0,0.0
2014-04-28 00:00:00-04:00,33.99074252030199,34.964569285585526,33.94840292839918,34.608909606933594,50610200,0.0,0.0
2014-04-29 00:00:00-04:00,34.80367299317364,34.87988554782804,34.20244241217987,34.30405807495117,29636200,0.0,0.0
2014-04-30 00:00:00-04:00,34.21091842651367,34.29559762234838,34.01615046154617,34.21091842651367,35458700,0.0,0.0
2014-05-01 00:00:00-04:00,34.07543079602874,34.17704648013605,33.82985659832375,33.872196197509766,28787400,0.0,0.0
2014-05-02 00:00:00-04:00,34.13471308213315,34.16011620019882,33.58428850180738,33.60969161987305,43416600,0.0,0.0
2014-05-05 00:00:00-04:00,33.46571984069608,33.567335493254845,33.27942178575222,33.38950729370117,22460900,0.0,0.0
2014-05-06 00:00:00-04:00,33.27095563127191,33.32176184311825,32.98304191969684,33.07619094848633,27112400,0.0,0.0
2014-05-07 00:00:00-04:00,33.2116917014108,33.45726268578873,32.61045772230802,33.38105010986328,41744500,0.0,0.0
2014-05-08 00:00:00-04:00,33.313307635389414,33.787519581305155,32.99999070110283,33.56734848022461,32120400,0.0,0.0
2014-05-09 00:00:00-04:00,33.48265838623047,33.74516577405615,33.338699908448774,33.48265838623047,29647600,0.0,0.0
2014-05-12 00:00:00-04:00,33.65202179641658,33.88912608997211,33.57580924058748,33.84678649902344,22782600,0.0,0.0
2014-05-13 00:00:00-04:00,34.04293651432951,34.53754990156533,33.98324224388295,34.46932601928711,27004800,0.28,0.0
2014-05-14 00:00:00-04:00,34.366983430320516,34.49490154575468,34.15378873999211,34.315818786621094,18818700,0.0,0.0
2014-05-15 00:00:00-04:00,34.18790550289384,34.45226812737631,33.6932921899447,33.770042419433594,37793200,0.0,0.0
2014-05-16 00:00:00-04:00,33.82973497157148,33.974709065766724,33.48862538792892,33.966182708740234,29867100,0.0,0.0
2014-05-19 00:00:00-04:00,33.77856833823084,33.95765110310138,33.650650218698786,33.89795684814453,24537400,0.0,0.0
2014-05-20 00:00:00-04:00,33.838260650634766,34.05998169159001,33.65064828691613,33.838260650634766,21320900,0.0,0.0
2014-05-21 00:00:00-04:00,33.94059075510932,34.40961837768555,33.889426116376356,34.40961837768555,22398700,0.0,0.0
2014-05-22 00:00:00-04:00,34.35846410076206,34.40962875492523,33.98323928706696,34.196434020996094,20201800,0.0,0.0
2014-05-23 00:00:00-04:00,34.426684263548324,34.426684263548324,34.1111569724196,34.2134895324707,18020000,0.0,0.0
2014-05-27 00:00:00-04:00,34.33287617646017,34.33287617646017,33.94912828406345,34.2731819152832,26160600,0.0,0.0
2014-05-28 00:00:00-04:00,34.230536825545535,34.27317511033563,33.95764789917777,34.11967468261719,25711500,0.0,0.0
2014-05-29 00:00:00-04:00,34.23906954583055,34.40962270048995,34.03440120590922,34.40109634399414,19888200,0.0,0.0
2014-05-30 00:00:00-04:00,34.49490191247835,34.93834726344694,34.32434550778383,34.91276168823242,34567600,0.0,0.0
2014-06-02 00:00:00-04:00,34.92128790470427,35.04067640046275,34.691037268701834,34.78484344482422,18504300,0.0,0.0
2014-06-03 00:00:00-04:00,34.622826513235474,34.69105039553717,34.324355160899934,34.35846710205078,18068900,0.0,0.0
2014-06-04 00:00:00-04:00,34.29024986152105,34.426694399459,33.99177845137377,34.384056091308594,23209000,0.0,0.0
2014-06-05 00:00:00-04:00,34.61429482118694,35.177128751080495,34.452268005325834,35.14301681518555,31865200,0.0,0.0
2014-06-06 00:00:00-04:00,35.37327194213867,35.52677241983679,35.168606807270294,35.37327194213867,24060500,0.0,0.0
2014-06-09 00:00:00-04:00,35.29650442285189,35.373254624125636,34.98097726343406,35.19417190551758,15019200,0.0,0.0
2014-06-10 00:00:00-04:00,34.98951158063799,35.1003737306171,34.84454075251307,35.057735443115234,15117700,0.0,0.0
2014-06-11 00:00:00-04:00,34.9042377147857,35.02362623029461,34.76779323233366,34.84454345703125,18040000,0.0,0.0
2014-06-12 00:00:00-04:00,34.80190119954029,34.86159545049086,34.358455868841254,34.60576248168945,29818900,0.0,0.0
2014-06-13 00:00:00-04:00,35.04921396565676,35.45002111797129,34.84454883692555,35.16007614135742,26310000,0.0,0.0
2014-06-16 00:00:00-04:00,34.998049905954254,35.4841336613347,34.998049905954254,35.39032745361328,24205300,0.0,0.0
2014-06-17 00:00:00-04:00,35.21122866936394,35.739950482909514,34.40108836037325,35.5438117980957,22518600,0.0,0.0
2014-06-18 00:00:00-04:00,35.484129946161815,35.594992112142975,35.117434765149234,35.51824188232422,27097000,0.0,0.0
2014-06-19 00:00:00-04:00,35.45002503107691,35.62058149257529,35.24535987975399,35.39885711669922,19828200,0.0,0.0
2014-06-20 00:00:00-04:00,35.3476731132819,35.6717298874966,35.28797887238605,35.5438117980957,47764900,0.0,0.0
2014-06-23 00:00:00-04:00,35.5864612532082,35.81671193458744,35.55234931824242,35.80818557739258,18743900,0.0,0.0
2014-06-24 00:00:00-04:00,35.67173566986684,35.765538597128476,35.44148502347699,35.603511810302734,26509100,0.0,0.0
