Date,alpha1,alpha2,alpha3,alpha4,alpha5,alpha6,alpha12,alpha13,alpha14,alpha15,alpha54,alphaExt1,alphaExt2,alphaExt3,alphaExt4
2023-05-10 00:00:00-04:00,4.5,0.3097466488783454,0.311823998466871,-5.0,-28084.0,0.2436345798897235,-1.892578125,-72.0,19.49076639117788,-8.0,-0.7107402888183589,1.1300047070704735,1.051767978037391,0.9755311304482708,0.6834210345619603
2023-05-11 00:00:00-04:00,3.5,0.027683946562413,0.2461804645469436,-6.0,-68478.0,0.169953486301803,-0.709716796875,-439.0,46.22734827409042,-9.0,-0.8761375986074682,1.1380719617750774,1.0581139215802735,0.9862901733842626,0.6841965254948417
2023-05-12 00:00:00-04:00,2.5,-0.0852394583818572,0.2578656634250429,-6.0,-57955.0,0.182226935030942,0.53228759765625,-427.0,31.525259760352977,-7.0,-0.5637871608206584,1.142035860410372,1.0750214834023868,0.9878609019345403,0.6795212838810569
2023-05-15 00:00:00-04:00,4.5,0.0876998470102796,0.179662647438585,-7.0,-70650.0,0.0890988598934778,1.39971923828125,-422.0,29.313524904954217,-5.0,-0.8604775146802458,1.1454955423874935,1.0732020292900353,0.9869192584061728,0.6563265534485279
2023-05-16 00:00:00-04:00,3.5,-0.0031599701409554,0.3897716982540522,-7.0,-40216.0,0.3771772217798069,2.720550537109375,-431.0,62.61141881544794,-4.0,-0.0039564563252966,1.1592227173513694,1.0870907301736246,0.995599109748008,0.6440318354187855
2023-05-17 00:00:00-04:00,4.5,-0.4064727949255711,0.3117258921933495,-7.0,-14350.0,0.3385589924283513,-4.908905029296875,-451.0,138.13206891076734,-6.0,-0.8492403601736473,1.1422930832001303,1.0585748838800666,1.00932784938508,0.658161845513869
2023-05-18 00:00:00-04:00,4.5,-0.7678361103674306,-0.2268418340383873,-9.0,-9240.0,-0.2480735456256891,-3.94287109375,-481.0,-94.26794733776188,-8.0,-0.865864482961777,1.1336931096007012,1.060939356638182,1.0071896150769155,0.6840000152587891
2023-05-19 00:00:00-04:00,3.5,-0.7026152433352687,-0.7289978995708488,-9.0,-8200.0,-0.7217816399446484,0.601287841796875,-489.0,-183.33253654594068,-9.0,-0.3838805636171999,1.1470509315945068,1.0775125885485892,1.009928277206089,0.6553546304852984
2023-05-22 00:00:00-04:00,2.5,-0.5873884834078463,-0.5219928789231179,-8.0,-56420.0,-0.4927531960910654,0.167572021484375,-475.0,-64.0579154918385,-7.0,-0.4728360164769776,1.1420117599011568,1.080146348526517,1.0135890121178632,0.6679611770685157
2023-05-23 00:00:00-04:00,1.5,-0.7021757525750751,-0.444475491291937,-6.0,-39618.0,-0.4286427385150567,4.6329345703125,-306.0,-18.00299501763238,-6.0,-0.0843294995769424,1.1359866442209994,1.1009527188751638,1.0418095718651024,0.6568306534910214
2023-05-24 00:00:00-04:00,0.5,-0.4942119591981485,-0.412916381029726,-2.0,-32636.0,-0.4094327477063579,2.9571533203125,-246.0,-106.45251440365308,-4.0,-0.41826230805832,1.1437943497663705,1.1116825951979818,1.0595680399511125,0.6220183117460474
2023-05-25 00:00:00-04:00,1.5,-0.3757627441768988,-0.3790711081521618,-5.0,-36190.0,-0.3750335961835596,-3.509185791015625,-154.0,-89.25799589168719,-5.0,-0.5979792389853447,1.1034735942000296,1.1227546897465102,1.068155513875051,0.6274193460727129
2023-05-26 00:00:00-04:00,4.5,0.0246665765380608,-0.3780417942514179,-7.0,-34688.0,-0.3555925984090698,-5.2933349609375,-141.0,-165.35055826021747,-6.0,-0.8169506251135193,1.0852882608940395,1.1064686169752906,1.0698607632174493,0.6520279570892974
2023-05-30 00:00:00-04:00,4.5,-0.1667607423950904,-0.0825616636594219,-9.0,-97944.0,-0.0010300611667211,0.15771484375,-204.0,-0.2286735790120927,-6.0,-0.3833294495633184,1.0650052751676382,1.1133848754408475,1.075816441121048,0.6525861948952991
2023-05-31 00:00:00-04:00,3.5,-0.2540906996124986,0.2701066238840686,-6.0,-21318.0,0.1875032862592028,2.296722412109318,-252.0,43.12575583961664,-5.0,-0.5461363416240477,1.0708406689605074,1.1110713672951846,1.0587878238234316,0.6921738887178726
2023-06-01 00:00:00-04:00,4.5,-0.1935353493734247,0.2962096149772493,-6.0,-62792.0,0.2366299035417633,3.913299560546818,-251.0,45.66957138356033,-4.0,-0.7849103687170803,1.074496731514812,1.1014935946510644,1.0549974422653476,0.7024540089076696
2023-06-02 00:00:00-04:00,4.5,-0.2364869601046407,0.1705777930939123,-9.0,-56696.0,0.1108894651972953,-6.012969970703182,-292.0,46.57357538286404,-5.0,-0.7962191147020595,1.0708425442180067,1.0819672461033236,1.0336265572649477,0.7242811702516494
